3250.548000000,-6.93969,-2.88605,-3.65248e-06,1.13391e-07,-3.27473e-09,-0.0317101,0.999497
3250.582000000,-6.93969,-2.88605,-3.6529e-06,1.14465e-07,-3.30903e-09,-0.0317073,0.999497
3250.615000000,-6.93969,-2.88605,-3.65331e-06,1.15506e-07,-3.34228e-09,-0.0317045,0.999497
3250.648000000,-6.93969,-2.88605,-3.65371e-06,1.16544e-07,-3.37551e-09,-0.0317018,0.999497
3250.682000000,-6.93969,-2.88605,-3.65412e-06,1.17609e-07,-3.40971e-09,-0.031699,0.999497
3250.715000000,-6.93969,-2.88605,-3.65453e-06,1.18642e-07,-3.44285e-09,-0.0316963,0.999498
3250.748000000,-6.93969,-2.88605,-3.65493e-06,1.19675e-07,-3.4759e-09,-0.0316936,0.999498
3250.782000000,-6.93969,-2.88605,-3.65534e-06,1.20739e-07,-3.50987e-09,-0.0316908,0.999498
3250.815000000,-6.93969,-2.88605,-3.65574e-06,1.2177e-07,-3.5428e-09,-0.0316881,0.999498
3250.848000000,-6.93969,-2.88605,-3.65614e-06,1.228e-07,-3.57569e-09,-0.0316854,0.999498
3250.882000000,-6.93969,-2.88605,-3.65655e-06,1.23861e-07,-3.60954e-09,-0.0316827,0.999498
3250.915000000,-6.93969,-2.88605,-3.65695e-06,1.24889e-07,-3.64235e-09,-0.03168,0.999498
3250.948000000,-6.93969,-2.88605,-3.65735e-06,1.25916e-07,-3.67512e-09,-0.0316773,0.999498
3250.982000000,-6.93969,-2.88605,-3.65776e-06,1.26973e-07,-3.70884e-09,-0.0316746,0.999498
3251.015000000,-6.93969,-2.88605,-3.65815e-06,1.27997e-07,-3.74153e-09,-0.0316719,0.999498
3251.048000000,-6.9397,-2.88605,-3.62213e-06,4.02783e-08,6.72696e-10,-0.0316691,0.999498
3251.082000000,-6.9397,-2.88605,-3.64776e-06,-3.23788e-07,1.10922e-08,-0.0316659,0.999499
3251.115000000,-6.93969,-2.88605,-3.6432e-06,-3.13653e-07,1.05917e-08,-0.0316633,0.999499
3251.148000000,-6.93969,-2.88605,-3.64326e-06,-3.14331e-07,1.06126e-08,-0.0316607,0.999499
3251.182000000,-6.93969,-2.88605,-3.64335e-06,-3.15063e-07,1.0635e-08,-0.031658,0.999499
3251.215000000,-6.93969,-2.88605,-3.64343e-06,-3.15779e-07,1.06565e-08,-0.0316554,0.999499
3251.248000000,-6.93969,-2.88605,-3.64352e-06,-3.16497e-07,1.0678e-08,-0.0316528,0.999499
3251.282000000,-6.93969,-2.88605,-3.64355e-06,-3.17313e-07,1.07028e-08,-0.0316501,0.999499
3251.315000000,-6.93969,-2.88605,-3.64357e-06,-3.18107e-07,1.07269e-08,-0.0316475,0.999499
3251.348000000,-6.93969,-2.88605,-3.64359e-06,-3.18905e-07,1.07509e-08,-0.0316449,0.999499
3251.382000000,-6.93969,-2.88605,-3.64361e-06,-3.1973e-07,1.07755e-08,-0.0316423,0.999499
3251.415000000,-6.93969,-2.88605,-3.64361e-06,-3.20555e-07,1.08001e-08,-0.0316397,0.999499
3251.448000000,-6.93969,-2.88605,-3.64356e-06,-3.21448e-07,1.0827e-08,-0.0316372,0.999499
3251.482000000,-6.93969,-2.88605,-3.64351e-06,-3.22368e-07,1.08547e-08,-0.0316345,0.9995
3251.515000000,-6.93969,-2.88605,-3.64346e-06,-3.23268e-07,1.08814e-08,-0.031632,0.9995
3251.548000000,-6.93969,-2.88605,-3.6434e-06,-3.24168e-07,1.09081e-08,-0.0316295,0.9995
3251.582000000,-6.93969,-2.88605,-3.64331e-06,-3.25149e-07,1.09375e-08,-0.0316269,0.9995
3251.615000000,-6.93969,-2.88605,-3.64319e-06,-3.26134e-07,1.09672e-08,-0.0316244,0.9995
3251.648000000,-6.93969,-2.88605,-3.64307e-06,-3.27123e-07,1.09968e-08,-0.0316219,0.9995
3251.682000000,-6.93969,-2.88605,-3.64294e-06,-3.2815e-07,1.10272e-08,-0.0316193,0.9995
3251.715000000,-6.93969,-2.88605,-3.64281e-06,-3.2915e-07,1.10569e-08,-0.0316168,0.9995
3251.748000000,-6.93969,-2.88605,-3.64264e-06,-3.30206e-07,1.1089e-08,-0.0316143,0.9995
3251.782000000,-6.93969,-2.88605,-3.64245e-06,-3.31287e-07,1.11219e-08,-0.0316117,0.9995
3251.815000000,-6.93969,-2.88605,-3.64226e-06,-3.32352e-07,1.11537e-08,-0.0316093,0.9995
3251.848000000,-6.93969,-2.88605,-3.64207e-06,-3.33416e-07,1.11854e-08,-0.0316068,0.9995
3251.882000000,-6.93969,-2.88605,-3.64184e-06,-3.3453e-07,1.12193e-08,-0.0316043,0.9995
3251.915000000,-6.93969,-2.88605,-3.64161e-06,-3.3562e-07,1.12527e-08,-0.0316018,0.999501
3251.948000000,-6.93969,-2.88605,-3.64137e-06,-3.36721e-07,1.12861e-08,-0.0315994,0.999501
3251.982000000,-6.93969,-2.88605,-3.64112e-06,-3.3786e-07,1.13203e-08,-0.0315969,0.999501
3252.015000000,-6.93969,-2.88605,-3.64087e-06,-3.38959e-07,1.13539e-08,-0.0315945,0.999501
3252.048000000,-6.93969,-2.88605,-3.6406e-06,-3.40044e-07,1.13877e-08,-0.0315921,0.999501
3252.082000000,-6.93969,-2.88605,-3.64033e-06,-3.41173e-07,1.14224e-08,-0.0315896,0.999501
3252.115000000,-6.93969,-2.88605,-3.64005e-06,-3.42277e-07,1.14559e-08,-0.0315872,0.999501
3252.148000000,-6.93969,-2.88605,-3.63977e-06,-3.43362e-07,1.14894e-08,-0.0315848,0.999501
3252.182000000,-6.93969,-2.88605,-3.63949e-06,-3.4442e-07,1.15229e-08,-0.0315824,0.999501
3252.215000000,-6.93968,-2.88605,-3.63922e-06,-3.4546e-07,1.15552e-08,-0.03158,0.999501
3252.248000000,-6.93968,-2.88605,-3.63893e-06,-3.46509e-07,1.15873e-08,-0.0315776,0.999501
3252.282000000,-6.93968,-2.88605,-3.63865e-06,-3.47556e-07,1.16197e-08,-0.0315752,0.999501
3252.315000000,-6.93968,-2.88605,-3.63842e-06,-3.48481e-07,1.16489e-08,-0.0315729,0.999501
3252.348000000,-6.93968,-2.88605,-3.63818e-06,-3.49419e-07,1.1678e-08,-0.0315705,0.999502
3252.382000000,-6.93968,-2.88605,-3.63793e-06,-3.50394e-07,1.17078e-08,-0.0315681,0.999502
3252.415000000,-6.93968,-2.88605,-3.63772e-06,-3.51267e-07,1.17347e-08,-0.0315658,0.999502
3252.448000000,-6.93968,-2.88605,-3.6376e-06,-3.52012e-07,1.17581e-08,-0.0315635,0.999502
3252.482000000,-6.93968,-2.88605,-3.63748e-06,-3.52792e-07,1.17822e-08,-0.0315611,0.999502
3252.515000000,-6.93968,-2.88605,-3.63736e-06,-3.53551e-07,1.18054e-08,-0.0315588,0.999502
3252.548000000,-6.93968,-2.88605,-3.63731e-06,-3.54182e-07,1.18249e-08,-0.0315566,0.999502
3252.582000000,-6.93968,-2.88605,-3.63742e-06,-3.5463e-07,1.18392e-08,-0.0315542,0.999502
3252.615000000,-6.93968,-2.88605,-3.63752e-06,-3.55076e-07,1.18534e-08,-0.031552,0.999502
3252.648000000,-6.93968,-2.88605,-3.63762e-06,-3.55526e-07,1.18675e-08,-0.0315497,0.999502
3252.682000000,-6.93968,-2.88605,-3.63778e-06,-3.55899e-07,1.18798e-08,-0.0315474,0.999502
3252.715000000,-6.93968,-2.88605,-3.6382e-06,-3.55853e-07,1.18805e-08,-0.0315451,0.999502
3252.748000000,-6.93968,-2.88605,-3.63863e-06,-3.5582e-07,1.18817e-08,-0.0315429,0.999502
3252.782000000,-6.93968,-2.88605,-3.63907e-06,-3.55793e-07,1.18837e-08,-0.0315406,0.999502
3252.815000000,-6.93968,-2.88605,-3.63949e-06,-3.55766e-07,1.18856e-08,-0.0315384,0.999503
3252.848000000,-6.93968,-2.88605,-3.64004e-06,-3.55462e-07,1.18813e-08,-0.0315362,0.999503
3252.882000000,-6.93968,-2.88605,-3.64084e-06,-3.54748e-07,1.18666e-08,-0.0315339,0.999503
3252.915000000,-6.93968,-2.88605,-3.64162e-06,-3.54064e-07,1.18524e-08,-0.0315317,0.999503
3252.948000000,-6.93968,-2.88605,-3.6424e-06,-3.53377e-07,1.18392e-08,-0.0315295,0.999503
3252.982000000,-6.93968,-2.88605,-3.6432e-06,-3.52665e-07,1.18258e-08,-0.0315273,0.999503
